"title","url","site","stackexchange_tags","score","tags"
"Spring integration tests with profile","http://www.stackoverflow.com/questions/20551681","stackoverflow","<java><spring><spring-mvc><spring-test>","20","Different Configuration for Production/Test DB"
"How to test single application (not project) in Django?","http://www.stackoverflow.com/questions/10897090","stackoverflow","<django><testing>","14","FP"
"How to Test Web Code?","http://www.stackoverflow.com/questions/2913","stackoverflow","<database><testing>","14","Best Practices"
"How to Run Laravel Database Seeder from PHPUnit Test setUp?","http://www.stackoverflow.com/questions/41790764","stackoverflow","<laravel><laravel-5><phpunit><laravel-seeding>","13","DB Population,Framework/Tool Usage > Configuration"
"Gradle build fail: Process 'Gradle Test Executor 1' finished with non-zero exit value 1","http://www.stackoverflow.com/questions/23523831","stackoverflow","<java><gradle>","21","DB Connection,Framework/Tool Usage > Configuration,Handle Error/Warning Message"
"Parallel PHPUnit testing in integration tests","http://www.stackoverflow.com/questions/17019763","stackoverflow","<php><unit-testing><phpunit><integration-testing><parallel-testing>","14","Concurrent DB Modification Leads to Test Fail"
"PHPUnit setup before running first test and tear down after running last test","http://www.stackoverflow.com/questions/10896293","stackoverflow","<php><phpunit>","20","Clear DB Before Tests"
"Unit Testing Dilemma: Using a JNDI data source without running JBoss or Spring","http://www.stackoverflow.com/questions/13052944","stackoverflow","<java><eclipse><unit-testing><junit><jndi>","16","Framework/Tool Usage > Configuration,Test Code Organization"
"Unit testing NHibernate w/ SQLite and DateTimeOffset mappings","http://www.stackoverflow.com/questions/2304849","stackoverflow","<nhibernate><sqlite><datetimeoffset>","14","Different Configuration for Production/Test DB,Framework/Tool Usage > Configuration"
"How to automate integration testing?","http://www.stackoverflow.com/questions/516915","stackoverflow","<continuous-integration><integration><integration-testing>","22","Best Practices,Test Automation"
"How to run tests sequentially in Xcode 6 beta3","http://www.stackoverflow.com/questions/24700153","stackoverflow","<objective-c><xcode><swift><integration-testing>","16","Concurrent DB Modification Leads to Test Fail"
"where to delete database and close connection after all tests using mocha","http://www.stackoverflow.com/questions/13898783","stackoverflow","<unit-testing><node.js><mongoose><mocha>","15","Cleanup Test DB"
"How do you unit test an ASP.NET Core controller or model object?","http://www.stackoverflow.com/questions/31730561","stackoverflow","<c#><asp.net-mvc><visual-studio-2015><asp.net-core-mvc>","20","FP"
"NUnit vs Team System Unit Test","http://www.stackoverflow.com/questions/707444","stackoverflow","<unit-testing><nunit>","16","FP"
"How do I tell Django to save my test database?","http://www.stackoverflow.com/questions/3129798","stackoverflow","<django><unit-testing><django-testing>","15","Synchronize Test DB"
"How can I specify a database for Django Tests to use instead of having it build it every time?","http://www.stackoverflow.com/questions/4606756","stackoverflow","<python><django><unit-testing>","14","Different Configuration for Production/Test DB,Keep Test Data After Tests"
"Phpunit testing with database","http://www.stackoverflow.com/questions/4585345","stackoverflow","<php><unit-testing><zend-framework><phpunit>","13","Best Practices,DB Population"
"Is it against license to publish Oracle and SQL Server performance test?","http://www.stackoverflow.com/questions/12115397","stackoverflow","<sql-server><performance><oracle><geospatial><database>","13","FP"
"Chai - Testing for values in array of objects","http://www.stackoverflow.com/questions/41726208","stackoverflow","<arrays><mocha><chai>","19","FP"
"How do you share classes between test configurations using SBT","http://www.stackoverflow.com/questions/13386412","stackoverflow","<scala><sbt>","18","FP"
"How to test a Node API that uses JWT Authentication (with User login to get token)","http://www.stackoverflow.com/questions/37284600","stackoverflow","<node.js><api><testing><mocha>","14","Use Mocking vs Test DB"
"Philisophical Questions about Test-Driven Development","http://www.stackoverflow.com/questions/1447474","stackoverflow","<unit-testing><testing><tdd>","18","Best Practices,Use Mocking vs Test DB"
"Embedded Postgres for Spring Boot Tests","http://www.stackoverflow.com/questions/48956743","stackoverflow","<spring><postgresql><spring-boot><flyway>","16","Use In-Memory DB For Tests"
"Doing a rollback - Repository integration tests","http://www.stackoverflow.com/questions/3537972","stackoverflow","<c#><.net><database><entity-framework>","17","Cleanup Test DB,Rollback Changes"
"Nose doesn't find Django tests","http://www.stackoverflow.com/questions/12867892","stackoverflow","<django><nose><django-nose>","13","FP"
"Are there any security test plugins for rails?","http://www.stackoverflow.com/questions/757318","stackoverflow","<ruby-on-rails><security><plugins>","13","Testing for Security"
"How do I unit-test saving file to the disk?","http://www.stackoverflow.com/questions/3381801","stackoverflow","<unit-testing><tdd>","22","FP"
"How to rollback nested transactions with Propagation.REQUIRES_NEW in integration tests","http://www.stackoverflow.com/questions/5178708","stackoverflow","<hibernate><spring><transactions><integration-testing><rollback>","20","Cleanup Test DB,Rollback Changes,Test/Validate ... > Transactions"
"hooking into @EJB or @PersistenceContext injection in JAX-RS unit tests","http://www.stackoverflow.com/questions/11562367","stackoverflow","<unit-testing><ejb><jersey><jax-rs>","14","Use Dependency Injection"
"Integrating Automated Web Testing Into Build Process","http://www.stackoverflow.com/questions/1240057","stackoverflow","<asp.net><testing><automated-tests><functional-testing><web-testing>","19","FP"
"Database integration tests in Visual Studio Online","http://www.stackoverflow.com/questions/34602206","stackoverflow","<sql-server><database><integration-testing><azure-devops>","15","Framework/Tool Usage,Wait Until the DB is Populated Before Test Execution"
"How to write tests without so many mocks?","http://www.stackoverflow.com/questions/1595952","stackoverflow","<unit-testing><tdd><mocking>","21","Mocking"
"Unit testing with Data Access Layer","http://www.stackoverflow.com/questions/2775820","stackoverflow","<c#><asp.net-mvc><unit-testing><linq-to-sql><n-tier-architecture>","13","Improve Testability of DB Access Code,Test/Validate ... > Persistence/DAO Layer"
"Performance test sql queries","http://www.stackoverflow.com/questions/6846776","stackoverflow","<sql><oracle><performance-testing><exadata>","15","Test/Validate ... > DB Access Performance,Test/Validate ... > Queries"
"How do you unit test business applications?","http://www.stackoverflow.com/questions/38598","stackoverflow","<unit-testing>","14","Best Practices,DB Population"
"How do I get cucumber and databasecleaner to leave my seed data in my rails test db?","http://www.stackoverflow.com/questions/4506134","stackoverflow","<ruby-on-rails><cucumber>","14","Cleanup Test DB"
"How to test a connection to a remote SQL 2005 without SSMS?","http://www.stackoverflow.com/questions/2254963","stackoverflow","<sql-server-2005><testing><database-connection>","13","FP"
"How to: Run maven integration tests against a test environment (database)","http://www.stackoverflow.com/questions/5043610","stackoverflow","<java><maven><integration-testing><surefire><maven-jetty-plugin>","13","DB Connection,Framework/Tool Usage > Configuration"
"django test database is not created with utf8","http://www.stackoverflow.com/questions/12894658","stackoverflow","<python><mysql><django><testing><utf-8>","13","Configure DB Loading/Population,Framework/Tool Usage > Configuration"
"Mockito to test void methods","http://www.stackoverflow.com/questions/5249920","stackoverflow","<java><unit-testing><mockito>","19","Mocking,Test/Validate ... > Persistence/DAO Layer"
"Performance Test of the Hyperledger Fabric","http://www.stackoverflow.com/questions/50334489","stackoverflow","<performance><load-testing><hyperledger-fabric><blockchain>","15","FP"
"Simple embedded Kafka test example with spring boot","http://www.stackoverflow.com/questions/48753051","stackoverflow","<spring-boot><apache-kafka><spring-kafka>","22","Test/Validate ... > Persistence/DAO Layer"
"Django ignores router when running tests?","http://www.stackoverflow.com/questions/33434318","stackoverflow","<python><django><database>","19","Connect to Multiple Databases,Framework/Tool Usage > Configuration,Read-Only Connection For Tests"
"Unit test MyBatis with HSQL instead of Oracle","http://www.stackoverflow.com/questions/7819808","stackoverflow","<oracle><hsqldb><mybatis>","14","Handle Error/Warning Message"
"Can I specify a class wide group on a TestNG test case?","http://www.stackoverflow.com/questions/9044","stackoverflow","<java><testng>","13","FP"
"Beginning Automated Testing","http://www.stackoverflow.com/questions/12907080","stackoverflow","<python><testing><flask>","15","Best Practices"
"Unit Testing - What not to test","http://www.stackoverflow.com/questions/1316848","stackoverflow","<unit-testing>","22","Test/Validate ... > Persistence/DAO Layer"
"Spring Framework TEST RESTful Web Service (Controller) Offline i.e. No Server, No Database","http://www.stackoverflow.com/questions/9138555","stackoverflow","<spring><testing><offline-mode>","15","FP"
"Can I write a test without any assert in it?","http://www.stackoverflow.com/questions/2899918","stackoverflow","<java><unit-testing><junit><assert>","13","FP"
"How to test database connectivity in python?","http://www.stackoverflow.com/questions/11735371","stackoverflow","<python><mysql-python>","13","DB Connection,Test/Validate ... > DB Connection"
"How can I keep test data after Django tests complete?","http://www.stackoverflow.com/questions/30504031","stackoverflow","<python><django><django-testing>","14","Keep Test Data After Tests"
"Jersey e2e integration tests for in-memory database using Spring's JDBCTemplate","http://www.stackoverflow.com/questions/36961497","stackoverflow","<java><spring><junit><jersey><integration-testing>","13","Concurrent DB Modification Leads to Test Fail,Rollback Changes,Test/Validate ... > Transactions,Use In-Memory DB For Tests"
"Running integration/acceptance tests on the frontend. Need an API for the frontend to tell Rails which database state to set up for each test","http://www.stackoverflow.com/questions/30402853","stackoverflow","<ruby-on-rails><integration-testing><factory-bot><acceptance-testing><database-cleaner>","14","Introduce Special API for Cleanup,Use Mocking vs Test DB"
"JPA - How to truncate tables between unit tests","http://www.stackoverflow.com/questions/3925783","stackoverflow","<unit-testing><jpa><jpa-2.0><dbunit>","13","Cleanup Test DB"
"Automated API testing of OAuth2/OpenID Connect protected API","http://www.stackoverflow.com/questions/39180008","stackoverflow","<openid-connect><acceptance-testing><oauth2><e2e-testing>","18","FP"
"Best practices for Android Unit Testing?","http://www.stackoverflow.com/questions/33785761","stackoverflow","<android><unit-testing><android-activity><junit><android-testing>","17","FP"
"Unit testing a LINQ2SQL repository","http://www.stackoverflow.com/questions/726800","stackoverflow","<unit-testing><tdd><mocking><moq><mstest>","14","Best Practices,Cleanup Test DB,Mocking,Test/Validate ... > Persistence/DAO Layer"
"SQLCop tests for tSQLt","http://www.stackoverflow.com/questions/9898865","stackoverflow","<sql-server><redgate><tsqlt>","13","Find Examples/Tutorials,Test/Validate ... > Persistence/DAO Layer"
"running multiple tests within the same FakeApplication() in play 2.0 scala","http://www.stackoverflow.com/questions/12028218","stackoverflow","<unit-testing><scala><playframework-2.0><specs2>","14","DB Connection,Manage Shared Connection Among Tests"
"Robolectric: running multiple tests fails","http://www.stackoverflow.com/questions/34742685","stackoverflow","<android><robolectric><sqliteopenhelper>","14","Close DB Connection When Test Fails"
"Confusion between E2E testing, Unit testing and mocking data with $httpBackend","http://www.stackoverflow.com/questions/13197272","stackoverflow","<javascript><angularjs><unit-testing><integration-testing>","17","Mocking,Test/Validate ... > Persistence/DAO Layer"
"Spring/Hibernate/Junit example of testing DAO against HSQLDB","http://www.stackoverflow.com/questions/2861796","stackoverflow","<java><hibernate><spring><junit><hsqldb>","17","Test/Validate ... > Persistence/DAO Layer"
"How to Unit Test a Method in a Vue.js Component using jest","http://www.stackoverflow.com/questions/53660288","stackoverflow","<unit-testing><vue.js><vuejs2><jestjs><vue-test-utils>","14","FP"
"Is a class that is hard to unit test badly designed?","http://www.stackoverflow.com/questions/2658859","stackoverflow","<unit-testing>","18","Best Practices"
"Using Clojure to unit test Java","http://www.stackoverflow.com/questions/4269522","stackoverflow","<unit-testing><clojure>","16","Find Examples/Tutorials,Framework/Tool Usage > Configuration"
"How to run all tests in solution","http://www.stackoverflow.com/questions/25952638","stackoverflow","<c#><unit-testing><visual-studio-2013><mstest>","19","FP"
"Can QA be efficient without Unit-testing (TDD)?","http://www.stackoverflow.com/questions/4346423","stackoverflow","<.net><unit-testing><testing><tdd><qa>","15","FP"
"Unit test error : This function can only be invoked from LINQ to Entities","http://www.stackoverflow.com/questions/28312094","stackoverflow","<c#><linq><unit-testing><lambda><expression>","21","Framework/Tool Usage > Configuration,Handle Error/Warning Message,Test/Validate ... > Persistence/DAO Layer"
"How to fake Azure Table Storage in .NET for Unit Testing?","http://www.stackoverflow.com/questions/4636248","stackoverflow","<unit-testing><azure><azure-storage><azure-table-storage>","18","Mock Specific Database"
"Test for ActiveRecord::RecordNotFound","http://www.stackoverflow.com/questions/24673532","stackoverflow","<ruby-on-rails><ruby><activerecord><ruby-on-rails-4><rspec>","16","Handle Error/Warning Message"
"Problem with testing a Windows service","http://www.stackoverflow.com/questions/2578244","stackoverflow","<c#><windows><sql-server-2005><windows-services>","18","FP"
"Integration testing database, am I doing it right?","http://www.stackoverflow.com/questions/20334626","stackoverflow","<c#><unit-testing><asp.net-mvc-4><integration-testing>","13","Best Practices,DB Population"
"Ways of unit testing data access layer","http://www.stackoverflow.com/questions/15000908","stackoverflow","<c#><unit-testing><testing><persistence><data-access-layer>","17","Mocking,Test/Validate ... > Persistence/DAO Layer"
"Reconfigure dependencies when Integration testing ASP.NET Core Web API and EF Core","http://www.stackoverflow.com/questions/43543319","stackoverflow","<c#><asp.net-core><integration-testing><entity-framework-core><xunit2>","17","Handle Connection String"
"How do you handle testing applications that are heavily dependent on databases?","http://www.stackoverflow.com/questions/2393428","stackoverflow","<database><perl>","13","Best Practices,Clear DB Before Tests,Mocking,Performance Improvement,Populate from Dump File,Rollback Changes"
"Clean out, or reset test-database with Rspec and MongoID on Rails 3","http://www.stackoverflow.com/questions/6583618","stackoverflow","<ruby-on-rails-3><rspec><mongoid>","15","DB Population"
"Swift cannot test core data in Xcode tests?","http://www.stackoverflow.com/questions/24662780","stackoverflow","<ios><core-data><swift>","18","Framework/Tool Usage > Configuration"
"Am I just not understanding TDD unit testing (Asp.Net MVC project)?","http://www.stackoverflow.com/questions/2867798","stackoverflow","<asp.net-mvc><unit-testing><architecture><tdd>","16","Best Practices"
"Stored procedures and unit testing","http://www.stackoverflow.com/questions/7664270","stackoverflow","<mysql><regex><unit-testing><stored-procedures><database-testing>","18","Test/Validate ... > Stored Procedures"
"Rails 3.0.7 -&gt; How do you get your tests to run faster?","http://www.stackoverflow.com/questions/6087329","stackoverflow","<ruby-on-rails><ruby><performance><testing>","15","Performance Improvement,Test/Validate ... > Queries"
"How can I implement unit tests in big and complex classes?","http://www.stackoverflow.com/questions/42363292","stackoverflow","<c#><unit-testing><nunit><moq>","18","Mocking"
"Spring/Hibernate testing: Inserting test data after DDL creation","http://www.stackoverflow.com/questions/3408991","stackoverflow","<java><unit-testing><hibernate><spring><test-data>","17","DB Population,Framework/Tool Usage > Configuration"
"How to unit test a repository pattern that uses Entity Framework?","http://www.stackoverflow.com/questions/15791303","stackoverflow","<c#><entity-framework><unit-testing><repository-pattern>","15","Mocking"
"Class not found, Empty test suite in androidTest using Android Studio 3.0.1, Room, Kotlin","http://www.stackoverflow.com/questions/47969959","stackoverflow","<android><android-studio><gradle><kotlin><android-room>","14","FP"
"Go: how to run tests for multiple packages?","http://www.stackoverflow.com/questions/23715302","stackoverflow","<unit-testing><go><mgo>","13","Concurrent DB Modification Leads to Test Fail,Sequential Instead of Parallel Execution"
"Pentaho kettle: how to set up tests for transformations/jobs?","http://www.stackoverflow.com/questions/9993611","stackoverflow","<java><testing><junit><pentaho><kettle>","13","Best Practices,DB Population,Mocking"
"Configure Jest global tests setup with .ts file (TypeScript)","http://www.stackoverflow.com/questions/48318230","stackoverflow","<typescript><jestjs>","13","DB Population,Framework/Tool Usage > Configuration"
"CakePHP unit test not recognizing fixtures","http://www.stackoverflow.com/questions/39400558","stackoverflow","<unit-testing><cakephp><phpunit><cakephp-3.0>","21","Configure DB Loading/Population,Framework/Tool Usage > Configuration"
"How do I avoid STANDARD_PRICE_NOT_DEFINED when unit-testing an OpportunityLineItem in Apex v24.0?","http://www.stackoverflow.com/questions/9164986","stackoverflow","<salesforce><apex-code><force.com>","20","Framework/Tool Usage > Configuration,Mocking"
"Login Failure when Testing with Capybara, Rspec and Selenium in Rails 3.1","http://www.stackoverflow.com/questions/8791883","stackoverflow","<ruby-on-rails-3><selenium><capybara><factory-bot><rspec-rails>","16","FP"
"Capybara+Selemium: How to initialize database in an integration test code and make it visible in Rails application?","http://www.stackoverflow.com/questions/5433690","stackoverflow","<ruby-on-rails><database><transactions><selenium><capybara>","13","DB Population,Framework/Tool Usage > Configuration"
"Should I Unit Test Data Access Layer? Is this a good practice and how to do it?","http://www.stackoverflow.com/questions/3333120","stackoverflow","<unit-testing><testing><integration-testing><data-access-layer>","13","Best Practices,Unit Testing vs Integration Testing for DB Application"
"How can I bind a DataSource to an InitialContext for JUnit testing?","http://www.stackoverflow.com/questions/3461310","stackoverflow","<java><jdbc><junit><glassfish><datasource>","16","DB Connection,Framework/Tool Usage > Configuration"
"Easiest way to make copy SQL Server DB to test DB?","http://www.stackoverflow.com/questions/2676754","stackoverflow","<sql-server><database><sql-server-2008>","15","Populate from Production DB"
"Unit testing a DAO class that uses Spring JDBC","http://www.stackoverflow.com/questions/5403722","stackoverflow","<java><spring><testing><dao><jdbctemplate>","13","Mocking,Test/Validate ... > Persistence/DAO Layer"
"Visual Studio 2012 Test Project Mixed Mode Runtime","http://www.stackoverflow.com/questions/11970686","stackoverflow","<unit-testing><.net-4.0><.net-2.0><visual-studio-2012>","15","Handle Error/Warning Message"
"Integration test elastic search, timing issue, document not found","http://www.stackoverflow.com/questions/12935810","stackoverflow","<java><elasticsearch>","14","FP"
"Recreate and Reseed LocalDb Before Each Unit Test","http://www.stackoverflow.com/questions/13732532","stackoverflow","<entity-framework><unit-testing><ef-code-first><asp.net-web-api><localdb>","13","DB Population"
"Unit Testing in web applications that use databases","http://www.stackoverflow.com/questions/340930","stackoverflow","<unit-testing><dependency-injection>","13","Best Practices,DB Population"
"What is the best way to launch HSQLDB for unit testing, when working with spring, maven and hibernate?","http://www.stackoverflow.com/questions/3052718","stackoverflow","<hibernate><spring><maven-2><junit><hsqldb>","17","DB Connection,Start DB Before Tests"
"Is it bad form to count on the order of your NUnit unit tests","http://www.stackoverflow.com/questions/497699","stackoverflow","<unit-testing><nunit>","15","Best Practices"
"How can I specify a different config file for testing in Play 2.1","http://www.stackoverflow.com/questions/15637279","stackoverflow","<playframework-2.1>","13","Different Configuration for Production/Test DB"
"How to migrate stored procedures to testing db?","http://www.stackoverflow.com/questions/4108533","stackoverflow","<mysql><ruby-on-rails-3><testing><stored-procedures>","15","Framework/Tool Usage > Configuration"
"Django finds tests but fail to import them","http://www.stackoverflow.com/questions/23854677","stackoverflow","<python><django><testing>","15","FP"
"Integration testing the entity framework - separate the seed method call only for PROD -","http://www.stackoverflow.com/questions/30737484","stackoverflow","<entity-framework><entity-framework-6><integration-testing>","14","DB Population,Framework/Tool Usage > Configuration"
"Could not load TestContextBootstrapper - Spring Unit testing","http://www.stackoverflow.com/questions/28013452","stackoverflow","<spring><unit-testing><spring-test>","22","Framework/Tool Usage > Configuration,Handle Error/Warning Message,Test/Validate ... > Persistence/DAO Layer"
"Transaction rollback on Spring JDBC tests","http://www.stackoverflow.com/questions/4048340","stackoverflow","<spring><testing><jdbc><transactions><rollback>","13","Cleanup Test DB,Rollback Changes"
"Is it bad practice to run tests on a database instead of on fake repositories?","http://www.stackoverflow.com/questions/607620","stackoverflow","<tdd><domain-driven-design><data-access>","13","Mocking,Use Mocking vs Test DB"
"Running unit tests and integration tests separately using MSTest","http://www.stackoverflow.com/questions/8067972","stackoverflow","<visual-studio-2010><unit-testing><integration-testing><mstest>","16","FP"
"Accessing localStorage in Protractor test for AngularJS application","http://www.stackoverflow.com/questions/21960598","stackoverflow","<javascript><angularjs><testing><protractor><local-storage>","16","Test/Validate ... > Queries"
"Conversion failed when converting the nvarchar value 'test' to data type int","http://www.stackoverflow.com/questions/41394825","stackoverflow","<sql-server><sql-server-2008>","14","FP"
"TDD: &quot;Test Only&quot; Methods","http://www.stackoverflow.com/questions/2295965","stackoverflow","<architecture><tdd><naming-conventions><integration-testing><bdd>","14","Introduce Special API for Cleanup,Naming Convention"
"How to test across multiple mysql schemas with PHPUnit?","http://www.stackoverflow.com/questions/5888078","stackoverflow","<php><mysql><unit-testing><phpunit>","13","Connect to Multiple Databases"
"Integration Testing best practices","http://www.stackoverflow.com/questions/1328730","stackoverflow","<integration-testing>","20","Performance Improvement"
"How to make python unit tests always find test data files when run from different working directories?","http://www.stackoverflow.com/questions/14361503","stackoverflow","<python><unit-testing>","19","FP"
"Spring Boot: How to setup test data with liquibase in unit test","http://www.stackoverflow.com/questions/35997898","stackoverflow","<java><spring><spring-boot><liquibase>","17","Cleanup Test DB,DB Population"
"Unit Test vs Integration Test in Web Development","http://www.stackoverflow.com/questions/15292751","stackoverflow","<java><php><unit-testing><tdd><integration-testing>","18","Best Practices"
"Django tests complain of missing tables","http://www.stackoverflow.com/questions/5161173","stackoverflow","<django><unit-testing>","16","Framework/Tool Usage > Configuration,Handle Error/Warning Message"
"What are standard/best practices for creating unit tests for functionality using databases?","http://www.stackoverflow.com/questions/3560116","stackoverflow","<php><database><unit-testing>","15","Best Practices"
"Django: How to keep the test database when the test is finished?","http://www.stackoverflow.com/questions/6500601","stackoverflow","<django><unit-testing><testing>","14","Keep Test Data After Tests"
"Testing Entity Framework with fixtures","http://www.stackoverflow.com/questions/11320421","stackoverflow","<c#><asp.net-mvc-3><entity-framework><unit-testing><tdd>","21","Populate from Fixtures/CSV,Setup Test DB Before Tests"
"How to best create a test DB when doing TDD?","http://www.stackoverflow.com/questions/286876","stackoverflow","<asp.net><tdd><dependency-injection><mocking><persistence>","17","Mocking,Mock Persistence layer,Test/Validate ... > Persistence/DAO Layer"
"What is the best way to smoke test a staging/production environment in Rails?","http://www.stackoverflow.com/questions/5649973","stackoverflow","<ruby-on-rails><ruby><cucumber><smoke-testing>","15","Deployment"
"How can I mock db connection in Spring Boot for testing purpose?","http://www.stackoverflow.com/questions/35707469","stackoverflow","<java><spring><junit><spring-boot><spring-test>","14","Mocking"
"Virtual Machines And Unit/Integration Testing Web Application","https://softwareengineering.stackexchange.com/questions/145193","softwareeng","<php><unit-testing><virtual-machine>","2","Use VM for Testing"
"In integration testing, do you use the data access objects for setup and validation or a different data access method?","https://softwareengineering.stackexchange.com/questions/136402","softwareeng","<integration-tests>","2","Test/Validate ... > Persistence/DAO Layer"
"Automated web tests depending on developer code","https://softwareengineering.stackexchange.com/questions/117918","softwareeng","<frameworks><selenium><automation>","2","FP"
"Specifying Query in Unit Test","https://softwareengineering.stackexchange.com/questions/185175","softwareeng","<unit-testing><phpunit>","2","Mocking"
"Should mock objects for tests be created at a high or low level","https://softwareengineering.stackexchange.com/questions/216072","softwareeng","<testing><mocking>","2","Mocking"
"Rethinking testing strategy","https://softwareengineering.stackexchange.com/questions/212887","softwareeng","<testing><unit-testing><integration-testing>","2","Mocking,Unit Testing vs Integration Testing for DB Application"
"How to write unit tests without mocking data","https://softwareengineering.stackexchange.com/questions/193614","softwareeng","<c#><unit-testing>","2","Best Practices"
"Unit-testing databases: test all possible permutations of read and write to table?","https://softwareengineering.stackexchange.com/questions/213075","softwareeng","<programming-practices><database><unit-testing><patterns-and-practices><anti-patterns>","2","Test/Validate ... > Persistence/DAO Layer"
"Are DDD aggregates a good boundary for unit testing?","https://softwareengineering.stackexchange.com/questions/311832","softwareeng","<unit-testing><tdd><domain-driven-design>","2","Test/Validate ..."
"How to write a unit test for a repository method that returns some data, where data can change over time?","https://softwareengineering.stackexchange.com/questions/362866","softwareeng","<php><unit-testing><testing><phpunit>","2","Best Practices,Test/Validate ... > Models"
"How to unit test models in MVC / MVR app?","https://softwareengineering.stackexchange.com/questions/241412","softwareeng","<testing><unit-testing><mvc><tdd><node.js>","2","Test/Validate ... > Models"
"How far do I, or can I take TDD tests with Service Objects?","https://softwareengineering.stackexchange.com/questions/308561","softwareeng","<php><unit-testing><zend-framework><service-locator>","2","Best Practices,Test/Validate ... > Persistence/DAO Layer"
"How to test a function that updates the password in database?","https://softwareengineering.stackexchange.com/questions/225281","softwareeng","<testing><integration-tests><test-automation>","2","Test Isolation"
"Is it possible to capture java objects to save them as test resources?","https://softwareengineering.stackexchange.com/questions/315681","softwareeng","<java><unit-testing><serialization>","2","Mocking,Use Mocking vs Test DB"
"Acceptance testing with preloaded data or filling it on the go","https://softwareengineering.stackexchange.com/questions/305417","softwareeng","<testing><acceptance-testing>","2","Populate from Fixtures/CSV"
"Testing MVC models when using SQL referential constraints","https://softwareengineering.stackexchange.com/questions/200845","softwareeng","<programming-practices><testing><unit-testing><mvc><sql>","2","DB Population,Test/Validate ... > Persistence/DAO Layer"
"automatic database fill up in sql script tests","https://softwareengineering.stackexchange.com/questions/298257","softwareeng","<unit-testing><sql>","2","FP"
"How to write unit tests for utility programs","https://softwareengineering.stackexchange.com/questions/204430","softwareeng","<unit-testing>","2","Best Practices,Test/Validate ... > Queries"
"Unit test database insert/remove and atomicity","https://softwareengineering.stackexchange.com/questions/256325","softwareeng","<database><unit-testing>","2","Test Isolation,Test/Validate ... > Persistence/DAO Layer"
"Approaches to isolating tests that require a database?","https://softwareengineering.stackexchange.com/questions/198240","softwareeng","<python><testing><integration-tests>","2","Test Isolation"
"Do the terms &quot;unit test&quot; and &quot;integration test&quot; sometimes overlap or conflict?","https://softwareengineering.stackexchange.com/questions/302559","softwareeng","<unit-testing><testing><integration-tests>","2","Unit Testing vs Integration Testing for DB Application,Use Mocking vs Test DB"
"Having a TestContext to test methods instead of Dependency Injection","https://softwareengineering.stackexchange.com/questions/306380","softwareeng","<c#><unit-testing><dependency-injection>","2","Mocking,Test/Validate ... > Queries"
"Testing properties with private setters","https://softwareengineering.stackexchange.com/questions/317121","softwareeng","<unit-testing><encapsulation><access-modifiers>","2","Test/Validate ... > Models"
"Test Doubles, Mocks and Stubs - when not to use &amp; why, for Ruby, Rspec","https://softwareengineering.stackexchange.com/questions/231772","softwareeng","<testing><ruby><mocking><stub>","2","Use Mocking vs Test DB"
"How to introduce testing in the development cycle","https://softwareengineering.stackexchange.com/questions/232236","softwareeng","<testing><unit-testing><web-applications><development-process>","2","Best Practices"
"Where should I do integration tests in a multi package project","https://softwareengineering.stackexchange.com/questions/356729","softwareeng","<javascript><testing><node.js><integration-tests><bdd>","2",NULL
"What are techniques to run acceptance tests in a cloud app without polluting the environment with test data?","https://softwareengineering.stackexchange.com/questions/356741","softwareeng","<acceptance-testing><functional-testing>","2","Cleanup Test DB,Introduce Special API for Cleanup"
"Writing Junit tests for catching exception?","https://softwareengineering.stackexchange.com/questions/365408","softwareeng","<unit-testing>","2","Handle Exceptions,Test DB Exceptions with Mocked DB"
"How to perform end-to-end (incl. UI) testing with microservice architecture?","https://softwareengineering.stackexchange.com/questions/356874","softwareeng","<programming-practices><testing><microservices>","2","FP"
"Test data consistency between multiple servers","https://softwareengineering.stackexchange.com/questions/341230","softwareeng","<web-services><server-side>","2","Synchronize Test DB"
"How to handle unit tests with collaborators and side effects?","https://softwareengineering.stackexchange.com/questions/326001","softwareeng","<unit-testing>","2","Mocking"
"SQL queries in integration tests","https://softwareengineering.stackexchange.com/questions/326003","softwareeng","<integration-tests>","2","Adapt Tests to Schema Changes,Synchronize Test DB"
"How should I manage test data in my functional tests?","https://softwareengineering.stackexchange.com/questions/326339","softwareeng","<design><design-patterns><testing><acceptance-testing>","2","Manage Test Data,Performance Improvement"
"Fixtures, Tests, and Preconditions","https://softwareengineering.stackexchange.com/questions/370085","softwareeng","<unit-testing><testing><integration-tests>","2","FP"
"Should persistence tests depend on the data access layer implementation?","https://softwareengineering.stackexchange.com/questions/359038","softwareeng","<object-oriented><database><testing>","2","Test/Validate ... > DB Constraints"
"How to unit test static void methods?","https://softwareengineering.stackexchange.com/questions/283083","softwareeng","<c#><unit-testing><testing>","2","Test/Validate ... > Queries"
"When is interaction testing (invocation verification) while unit testing considered excessive?","https://softwareengineering.stackexchange.com/questions/343124","softwareeng","<design><unit-testing><testing><tdd>","2","FP"
"SDK/DB isDeleted vs Integration Testing","https://softwareengineering.stackexchange.com/questions/286787","softwareeng","<code-quality><integration-tests>","2","Cleanup Production DB,Cleanup Test DB,Introduce Special API for Cleanup"
"How to test required but accidental functionality?","https://softwareengineering.stackexchange.com/questions/391139","softwareeng","<unit-testing><testing><interfaces>","2","FP"
