,title,url,answers,tags,highlights
54,How can I use unit tests and TDD to test an app that relies mostly on database CRUD operations?,https://softwareengineering.stackexchange.com/questions/246276,"['https://softwareengineering.stackexchange.com/a/246499', 'https://softwareengineering.stackexchange.com/a/246501', 'https://softwareengineering.stackexchange.com/a/246516']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'IRRELEVANT ANSWER']",[None]
55,"How do I &quot;test&quot; a sql query that modifies data, i.e. see the output before committing in sql server 2008?",http://www.stackoverflow.com/questions/5972331,"['https://stackoverflow.com/a/5972346', 'https://stackoverflow.com/a/5972349']","['DB Management > Cleanup > Transactions > Run queries in transaction', 'Test Code > Code example > Code example provided']","['{0:create an explicit transaction }', '{1:open transactions }']"
56,How do I test database migrations?,http://www.stackoverflow.com/questions/2332400,"['https://stackoverflow.com/a/2366297', 'https://stackoverflow.com/a/2376588', 'https://stackoverflow.com/a/2376616']","['Process > Testing > Use integration testing', 'Test Code > Assertions > Verify results of migrations by using the new object, not only by looking at schema changes', 'Test Code > Code example > Database test script']","['{0: integration test}', '{1:Then test your DAL}', '{2:a baseline script.}', '{3:est database.}', ""{4:You can try to verify the results by looking at system catalogs and INFORMATION_SCHEMA views and so on, but ultimately the only way to be sure it's actually working is to try to use the new objects. Just because the objects are there doesn't mean that they're functional.}""]"
57,How do I test database-related code with NUnit?,http://www.stackoverflow.com/questions/321180,"['https://stackoverflow.com/a/321238', 'https://stackoverflow.com/a/321242', 'https://stackoverflow.com/a/367294']","[""Concepts > Scope > Don't test it > Don't test 3rd party code"", 'DB Management > Cleanup > Cleanup before each test (known state)', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Test Code > API > Use specific API']","['{0:NUnit now has a [Rollback] attribute, but I prefer to do it a different way. I use the TransactionScope class.}', '{1:The other way is to use the [SetUp] to create the TransactionScope and [TearDown] to call Dispose on it. }', '{2:Having said all that I do think that tests that hit the database are not really unit tests. I still write them, but I think of them as integration tests.}', '{3:I just went to a .NET user group and the presenter said he used SQLlite in test setup and teardown and used the in memory option. He had to fudge the connection a little and explicit destroy the connection, but it would give a clean DB every time.}', '{4:What I have done for such tests is have my setup methods in the test class clear all the tables of interest before each test.}', ""{5:I don't feel a need to unit test code that I don't write.}""]"
58,How do I test Rails migrations?,http://www.stackoverflow.com/questions/6079016,"['https://stackoverflow.com/a/10155232', 'https://stackoverflow.com/a/44011620', 'https://stackoverflow.com/a/6100120']",['Environment > Configuration > General recommendation > Configuration recommendation'],[None]
59,How do I unit test a WCF service?,http://www.stackoverflow.com/questions/37375,"['https://stackoverflow.com/a/37385', 'https://stackoverflow.com/a/37387', 'https://stackoverflow.com/a/38316']","[""Concepts > Scope > Don't test it > Don't test it if there is no logic there"", 'Concepts > Scope > Test it > Write CRUD tests', 'Process > Testing > Use integration testing', 'Structure/Design > Coupling > Design with loose coupling']","[""{0:I know that if my unit tests actually go to the database they won't actually be true unit tests.}"", ""{1:If it's really thin and there's no interesting code there, don't bother unit testing it.}"", ""{2:Don't be afraid to not unit test something if there's no real code there.}"", ""{3:If the code is dumb, the test will also be dumb. You don't want to have more dumb code to maintain.}"", '{4:If you can have tests that go all the way to the db then great! It\'s even better. It\'s not a ""true unit test?"" Not a problem at all.}', '{5:make sure you design them with loose coupling in mind so you can mock out each dependancy}', '{6:you only want to test the logic inside the service class}', ""{7:Poor Man's Dependency Injection}"", '{8:To really test your service layer, I think your layer needs to go down to DLLs and the database and write at least CRUD test.}']"
60,How do I unit test jdbc code in java?,http://www.stackoverflow.com/questions/266370,"['https://stackoverflow.com/a/266401', 'https://stackoverflow.com/a/776336', 'https://stackoverflow.com/a/8718063']","['Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Use Mocking', 'Performance > General improvement > Use a light weight database']","['{0:Mock the database}', '{1:Use a light weight database}', '{2: DBUnit is a good }', '{3:use DBUnit t}', '{4:with a HSQLDB which}', '{5:ust DBUnit and HSQLDB. }']"
61,How do I unit test persistence?,http://www.stackoverflow.com/questions/2046,"['https://stackoverflow.com/a/2049', 'https://stackoverflow.com/a/26017', 'https://stackoverflow.com/a/7641']","['Environment > In-Memory DB > HSQLDB > HSQLDB', 'Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Replace the DB with a mock object']","['{0:Look into DB Unit.}', '{1: use something else, like HSQL}', '{2:You do the unit testing by mocking out the database connection.}']"
62,How do we design a test approach for inexperienced testers?,https://softwareengineering.stackexchange.com/questions/327666,['https://softwareengineering.stackexchange.com/a/327682'],"['Concepts > Scope > Test it > Systematically run important queries', 'Environment > Tool > UI Testing > Selenium', 'Process > Testing > Automated UI testing']","['{0:systematically run the application}', '{1: query will be executed}', '{2:much more sense to automate this repeating, boring process}', '{3:Selenium}']"
63,How do you handle testing applications that are heavily dependent on databases?,http://www.stackoverflow.com/questions/2393428,"['https://stackoverflow.com/a/2393453', 'https://stackoverflow.com/a/2394505']","['DB Management > Cleanup > Populate once, and rollback changes before each test', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Mocking > When > Use Mocking', 'Process > Automatization > Run slower tests as part of a nightly build', 'Structure/Design > Coupling > With DB > Concentrate database accesses in a few classes', 'Test Code > Testing Queries > Assume the DB would do the right thing and compare the generated SQL']","['{0:it first runs an SQL script which says how to populate the test database}', '{1:It talks to a database.}', '{2:concentrating database access}', '{3:use mocks or fakes}', '{4:to confirm that my queries are right}', '{5:in memory SQLite}', '{6:comparisons of the generated SQL}']"
64,"How do you manage databases in development, test, and production?",http://www.stackoverflow.com/questions/6371,"['https://stackoverflow.com/a/13568', 'https://stackoverflow.com/a/6380', 'https://stackoverflow.com/a/6382']","[""Process > Continuous Integration > Don't dump the entire database into source control"", 'Process > Continuous Integration > Write change scripts for schema and data change']","['{0:Script all your schema changes, }', '{1: need to write change scripts}']"
65,How do you set up a Flask application with SQLAlchemy for testing?,http://www.stackoverflow.com/questions/5025720,"['https://stackoverflow.com/a/12700343', 'https://stackoverflow.com/a/21199244', 'https://stackoverflow.com/a/5058049']","['Environment > Configuration > Environment > Directory Structure > Directory structure to separate test config', 'Environment > Configuration > Environment > Use ""application factory"" to instantiate app with different configuration', 'Test Code > Code example > Code example provided']","['{0:a config directory and environment variables}', '{1:use an application factory. It}']"
66,How do you unit test business applications?,http://www.stackoverflow.com/questions/38598,"['https://stackoverflow.com/a/38628', 'https://stackoverflow.com/a/38632', 'https://stackoverflow.com/a/38636', 'https://stackoverflow.com/a/38682']","['DB Management > Cleanup > Recreate test db for each test run', 'DB Management > Test data > Generation > Have enough data for all the tests', 'DB Management > Test DB > Use a Test database and rollback', 'DB Management > Test DB > Use a test database with test data', 'Mocking > When > Replace the DB with a mock object', 'Mocking > When > Use Mocking', 'Process > Testing > Use integration testing']","[""{0:I've also tried just building a test database up front and rolling back the changes. That works OK}"", '{1: I usually make a single test database template that has enough data for all the tests.}', '{2:The test database has to be constantly re-generated because test will often change the data.}', '{3:For this pattern, you create mock objects that live with the test cases.}', '{4:Even then I tend to open a DB transaction in the TestFixtureSetUp method (obviously this depends on what unit testing framework you might be using) and rollback the transaction at the end of the test suite TestFixtureTeardown.}', '{5:I try to approach these integration tests with a rollback solution.}']"
67,How do you unit test \ use TDD methods for ETL's and reporting projects?,https://softwareengineering.stackexchange.com/questions/278483,"['https://softwareengineering.stackexchange.com/a/278508', 'https://softwareengineering.stackexchange.com/a/281836']",['Process > Development > Acceptance Test Driven Development'],['{0:write a test that fails (red) fix the failure (green) make the code performent & maintainable (refactor)}']
68,How do you unit test your T-SQL,http://www.stackoverflow.com/questions/2765212,"['https://stackoverflow.com/a/2765244', 'https://stackoverflow.com/a/2765516', 'https://stackoverflow.com/a/2765741']","['Concepts > Coverage > 100% coverage is not possible', 'Environment > Tool > Unit & Integration Testing > Use DBFit', 'Environment > Tool > Unit Testing > tSQLt', 'Environment > Tool > Unit Testing > TSQLUnit', 'Process > Development > Add Unit Tests as you add new functionality', 'Process > Testing > Add tests as new defects come up', 'Process > Testing > Add tests retroactively']","['{0:Have a look at this TSQLUnit }', '{1:this tSQLt.}', '{2:retro actively adding tests}', '{3:adding tests as new defects and enhancements come up}', '{4:The database is the bread and butter of most businesses.}', ""{5:I've had most success with DBFit.}"", ""{6:I've never found a tool to measure TSQL test coverage.}""]"
69,"How far do I, or can I take TDD tests with Service Objects?",https://softwareengineering.stackexchange.com/questions/308561,['https://softwareengineering.stackexchange.com/a/308611'],"['Concepts > Scope > Test it > Test DAO/Repository normally if it performs any logic', 'Concepts > Scope > Test it > Test failing calls (code behaves as expected in case smething goes wrong)', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:One of the primary strengths of DI is that you can inject completely different versions of the dependent services based on your environment.}', '{1: if the DomainMapper reports an error, or fulfils the requirements for handling such errors}', '{2: if the DomainMapper returns lists of Foo objects with various lengths.}']"
70,How should I manage test data in my functional tests?,https://softwareengineering.stackexchange.com/questions/326339,"['https://softwareengineering.stackexchange.com/a/326341', 'https://softwareengineering.stackexchange.com/a/326344', 'https://softwareengineering.stackexchange.com/a/326346']","['Characteristics > Up-to-date > Keep test DB in sync with production DB to avoid testing stale/outdated data', 'DB Management > Test DB > Use a test database with test data', 'Performance > General improvement > Use table partitioning', 'Performance > Query optimisation > Optimise queries', 'Performance > Query optimisation > Use additional indexes to speed up test queries']","['{0:Generally you need to tests Data creation methods and Deletions anyhow.}', '{1:Can you set up a smaller database, with just the test data}', '{2:Refresh the data once in a while, copying from the production database, to avoid testing with stale/outdated data.}', '{3:using table partitioning and/or additional indexes to help speed up your test querie}']"
71,How should I manipulate the database from within an integration test?,https://softwareengineering.stackexchange.com/questions/362203,"['https://softwareengineering.stackexchange.com/a/362204', 'https://softwareengineering.stackexchange.com/a/362205', 'https://softwareengineering.stackexchange.com/a/362210']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Preparation > Use test fixtures', 'Environment > In-Memory DB > Generic recommendation > Use in memory database']","['{0:fixture setup through public API is preferable}', '{1:via a transaction}', '{2:TransactionScope for this purpose.}', '{3:mplement an in-memory}', '{4:using in-memory database,}']"
72,How should I set up my integration tests to use a test database with Entity Framework?,http://www.stackoverflow.com/questions/13857180,"['https://stackoverflow.com/a/13857240', 'https://stackoverflow.com/a/13857281', 'https://stackoverflow.com/a/13951747']","['DB Management > Cleanup > Delete the database after all the tests', 'DB Management > Cleanup > Populate once and rollback changes after each test', 'DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > Configuration > General recommendation > Configuration recommendation', 'Structure/Design > Design Patterns > Have a base class for integration test fixtures']","['{0:The solution described below provides a new database for each run of the tests, and a separate transaction for each test.}', '{1:I created a base class for my integration tests, to provide setup and teardown.}', ""{2:Setup instantiates the context, creates the DB if it doesn't exist yet and starts a transaction. Teardown rolls back the transaction.}"", '{3:create the DB, once per test}', '{4:If you are using NUnit, you could use Setup/Teardown attribute with TransactionScope }', ""{5:I would recomend creating a base class DbItegrationTest for all your integration test fixtures so if you derive from this class all test methods won't do commits to database.}"", '{6:To configure Entity Framework for other database please override db connection string in your test assembly.}', '{7:ly, I have a class that takes care of deleting the database after all the tests have run:}']"
73,How to add rigor to my testing?,https://softwareengineering.stackexchange.com/questions/270422,"['https://softwareengineering.stackexchange.com/a/270564', 'https://softwareengineering.stackexchange.com/a/270630']","['Characteristics > Isolated/Independent > Unit test should be independent / isolated', 'Concepts > Coverage > 100% coverage is not possible', 'Concepts > Coverage > Cover critical execution paths', 'Concepts > Scope > Test it > Test pre- and postconditions', 'Environment > Use Real DB > Generic recommendation > Use real database']","['{0:a more grounded test and pragmatic approach is to execute all the critical/high value execution paths}', ""{1:identify and create a metrics (of criticality) for your end user's minimum required critical functionality set - invoke these functions/operations at (increasingly) much higher level than at a class level.}"", '{2:100% coverage is a very subjective term as you already know.}']"
74,How to automate integration testing?,http://www.stackoverflow.com/questions/516915,"['https://stackoverflow.com/a/516929', 'https://stackoverflow.com/a/516939', 'https://stackoverflow.com/a/521257']","['Characteristics > Paralysable > Unit tests should be runnable in parallel', 'DB Management > Test DB > Use embedded DB so tests can run in parallel', 'Environment > Tool > Generic recommendation > Various tool recommendations', 'Process > Automatization > Split integration tests into short-/long-running tests', 'Process > Testing > Run Integration tests after unit tests', 'Process > Testing > Run tests on checkin']","['{0:you want to catch mistake/bugs/test failures as soon as possible after they are introduced. Let that be your guide; everything else is technique}', '{1:Tests running in parallel.}', '{2:A life-cycle model where system/integration tests run only after unit tests have passed.}', '{3:the Continuous Integration and Testing Conference (CITCON) and/or the CITCON mailing list.}', '{4: CI and build|process automation tools out there.}', ""{5:I'd recommend using an embedded database engine which is recreated at least once before any run. This enables tests of different commits to work in parallel and provides a well defined starting point for the tests.}"", '{6: I\'ve also seen integration tests split into ""short-running"" integration tests and ""long-running"" integration tests}']"
75,How to automatically destroy django test database,http://www.stackoverflow.com/questions/12113050,['https://stackoverflow.com/a/12113633'],['Environment > Configuration > Testing Framework > Django > Django - Avoid creatinf database when it exists'],[None]
76,How to best create a test DB when doing TDD?,http://www.stackoverflow.com/questions/286876,"['https://stackoverflow.com/a/286942', 'https://stackoverflow.com/a/287019', 'https://stackoverflow.com/a/287117']","['Environment > Tool > Unit & Integration Testing > Use DBFit', 'Mocking > How > Use lists with LINQ to emulate db operations', 'Mocking > When > Use Mocking', 'Structure/Design > Design Patterns > Use dependency injection', 'Structure/Design > Design Patterns > Use template interfaces for all repositories, so the mock implements that interface', 'Test Code > Code example > Code example provided']","['{0:What practices do people do when they want to (stub?) fake out a persistence layer for quick and fast development? I use Dependency Injection to handle it and have some hard coded results for my persistence layer (which is really manual and boring).}', ""{1:use a list and LINQ to emulate a db's operations}"", '{2:_fakes.AsQueryable()}', ""{3:I assume you're creating a fakeRepository that is a concrete implementation of your IRepository which in turn is injected into your service layer.}"", '{4:I personally think its best to mock the database layer using a mocking framework.}', '{5:For these cases you can use a tool like DBFit to write tests for your database layer.}']"
77,How to create table during Django tests with managed = False,http://www.stackoverflow.com/questions/7020966,"['https://stackoverflow.com/a/49800437', 'https://stackoverflow.com/a/7021134', 'https://stackoverflow.com/a/7035002']","['DB Management > Preparation > Raw SQL to create tables in test set up', 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > Configuration > DB > Specific database configuration recommendation']",['{0:Execute raw SQL to create the table }']
78,How to create unit/integration tests for my web app?,https://softwareengineering.stackexchange.com/questions/214529,['https://softwareengineering.stackexchange.com/a/214536'],"['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Concepts > Definitions > No side effect and isolated = unit test', 'Concepts > Definitions > Stubs vs Mocks', 'Mocking > How > Use stub and fake classes', 'Mocking > When > Use Mocking']","['{0:A unit test deals with a part of the code which is granular enough to be able to narrow the search of a bug if the unit test fails. There is no long polling here. No REST calls. No AJAX. No database access.}', '{1:Once you have unit tests covering the critical parts of the application, you can start assembling the parts. Interfaces between different components of a system are good places for mistakes, so the integration of components needs to be tested as well. This is what integration tests are about.}', '{2:eplace the database and provide sample products to use for testing purposes}', '{3:a mock which will ensure that it was indeed called by the tested unit and asked to decrease the quantity}']"
79,"How to create unit tests against non in-memory database such as MySQL in Play framework, with resetting to known state?",http://www.stackoverflow.com/questions/14750375,"['https://stackoverflow.com/a/15056473', 'https://stackoverflow.com/a/15137203', 'https://stackoverflow.com/a/22693381']","['DB Management > Cleanup > Use JUnit @Before to clean up DB before each test', 'DB Management > Connection > Hashmap to connect to the DB', 'DB Management > Test DB > Use the same RDBS for testing and production', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Test Code > Code example > Code example provided']","['{0:use the same RDBMS for testing}', ""{1:create a clean database and JUnit's @Before annotation}"", '{2:Ebean DdlGenerator to generate scripts to }', '{3:and dbunit for cleaning up before each test}', '{4:I simply created a HashMap to connect to the database,}']"
80,How to do database unit testing?,http://www.stackoverflow.com/questions/3772093,"['https://stackoverflow.com/a/3772165', 'https://stackoverflow.com/a/3772382', 'https://stackoverflow.com/a/45760681']","['Characteristics > Isolated/Independent > Keep tests independent', 'Concepts > Definitions > Feature tests', 'Concepts > Definitions > Maintaining test data', 'Concepts > Definitions > Managing schema', 'Concepts > Definitions > Schema tests', 'Concepts > Definitions > Security tests', 'Concepts > Definitions > Stock data tests', 'DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Test DB > Separate Database for Testing', 'DB Management > Test DB > Use a test database with test data', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > DB Migration > Use a database migration tool', 'Environment > Tool > Unit Testing > Use DbUnit', 'Process > Development > Allow concurrent work of developers']","['{0:The DbUnit framework (a testing framework allowing to put a database in a know state and to perform assertion against its content) has a page listing database testing best practices that, to my experience, are true.}', '{1:Prefer in memory database if possible (for speed)}', '{2:Use one schema per developer is a must (to allow concurrent work)}', '{3:Use a ""database migration"" tool (à la RoR) to manage schema changes and update a schema to the ultimate version}', '{4:Build or use a test harness allowing to put the database in a known state before each test and to perform asserts against the data after the execution (or to run tests inside a transaction that you rollback at the end of the test).}', '{5:Each tester needs a separate database}', '{6:have an easy way of creating a database to be tested}', '{7:Focus on specific areas and creating tests for a single module instead of covering all at once}', '{8:provide as many details as possible when a test fails}', '{9:Use one and the same test data for all tests}']"
81,How to handle unit tests with collaborators and side effects?,https://softwareengineering.stackexchange.com/questions/326001,['https://softwareengineering.stackexchange.com/a/326338'],"['Characteristics > Maintainable > Avoid brittle unit tests', 'Mocking > What > Mock the DAO not the db calls']","['{0:Another test fixture should be testing that}', '{1:unit testing}', '{2:This test is testing SomeServiceImpl, not SomeDao}']"
82,How to introduce testing in the development cycle,https://softwareengineering.stackexchange.com/questions/232236,['https://softwareengineering.stackexchange.com/a/232238'],"['Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Environment > Tool > Generic recommendation > Use a testing framework', 'Mocking > When > Use Mocking']","['{0:testing frameworks}', '{1:use an in-memory database}']"
83,How to make Unit Tests to make sure stored procedure is deleting row from the database?,https://softwareengineering.stackexchange.com/questions/156428,"['https://softwareengineering.stackexchange.com/a/156430', 'https://softwareengineering.stackexchange.com/a/156431', 'https://softwareengineering.stackexchange.com/a/156432']","['Environment > Tool > Unit Testing > Use DbUnit', 'Mocking > When > Use Mocking', 'Test Code > Testing Stored Procedures > Test procedures in SQL']","['{0: integration test.}', '{1:like DBUnit in }', '{2:terfaces, mocks etc}', '{3:unit tests for SQL stored procedures}', '{4:mock the (abstracted) database}']"
84,How to migrate stored procedures to testing db?,http://www.stackoverflow.com/questions/4108533,"['https://stackoverflow.com/a/43945010', 'https://stackoverflow.com/a/5920249', 'https://stackoverflow.com/a/5982000']",['Environment > Configuration > Build Framework > Rake > Migration command'],[None]
85,How to mock controllers / rest endpoints for unit testing in Play Framework 2.x [Java],http://www.stackoverflow.com/questions/30030852,['https://stackoverflow.com/a/30049106'],"['Characteristics > Isolated/Independent > Avoid connecting to production db', 'Concepts > Definitions > Explanation of levels of tests: unit, interaction, integration and acceptance tests', 'Environment > In-Memory DB > Generic recommendation > Use in memory database', 'Mocking > When > Use Mocking']","['{0:not to test against production database.}', '{1:unit tests and integration tests.}', '{2:using a mock in memory database }', '{3:he production one but not the same database.}']"
86,How to organize unit/integration test in BDD,https://softwareengineering.stackexchange.com/questions/165623,"['https://softwareengineering.stackexchange.com/a/165639', 'https://softwareengineering.stackexchange.com/a/165640']","['DB Management > Connection > direct access to database for object creation', 'Process > Development > Acceptance Test Driven Development', 'Process > Development > Use Behavior-driven development (BDD)']","['{0:acceptance-test framework}', '{1:access the database directly}', '{2: BDD encourages a more behaviour-driven language for your tests. }']"
87,How to reduce the number of database connections in tests in PHPUnit and ZF3?,http://www.stackoverflow.com/questions/45651158,"['https://stackoverflow.com/a/45787565', 'https://stackoverflow.com/a/45792646', 'https://stackoverflow.com/a/45792864']","['DB Management > Connection > Create connection factory', ""DB Management > Connection > Don't do in set-up (it will connect once per test)"", 'DB Management > Connection > Pass connection as parameter', 'DB Management > Connection > Use persistent connections', 'DB Management > Test DB > Use a test database with test data', 'Environment > Use Real DB > SQLite > Faster tests > Use SQLite for faster tests', 'Environment > Use Real DB > SQLite > Faster tests > Use SQLite for integration tests', 'Structure/Design > Design Patterns > Use dependency injection']","['{0:SQLite}', '{1:PDO}', '{2:The DB connection should be either handled by DIC}', '{3:You can also prepare any number of test-databases }', '{4:Your tearDown() function suggests that your database connectivity is actually inside your setUp() function, which will connect it once per test.}', '{5:You can try putting it into your global bootstrap, so it connects once forever, a}']"
88,How to rollback a database transaction when testing services with Spring in JUnit?,http://www.stackoverflow.com/questions/4166983,"['https://stackoverflow.com/a/22979333', 'https://stackoverflow.com/a/4167050', 'https://stackoverflow.com/a/4167166']","['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)', 'DB Management > Preparation > setUp() & tearDown() methods', 'Environment > Tool > Unit Testing > Use Spring Framework', 'Test Code > Code correction > Code correction']","['{0:You can do it by annotating your test method (or the whole test class) as @Transactional:}', '{1:Spring has some classes for testing that will wrap each test in a transaction,}', '{2:Add your code inside setUp() method, this will execute in start of the test and the last wrap up code should be put in teatDown() method that will executed at last. or you can also use @Before and @After annotation instead of it.}']"
89,How to rollback nested transactions with Propagation.REQUIRES_NEW in integration tests,http://www.stackoverflow.com/questions/5178708,"['https://stackoverflow.com/a/5179385', 'https://stackoverflow.com/a/8088462']",['DB Management > Cleanup > Transactions > Use transaction scopes (which revert the state of DB after each test)'],"['{0:want to rollback the transaction}', '{1:inner transaction is not rolledback in an exceptional scenario.}']"
90,How to run Django's test database only in memory?,http://www.stackoverflow.com/questions/3096148,"['https://stackoverflow.com/a/11018426', 'https://stackoverflow.com/a/3096410', 'https://stackoverflow.com/a/3098182']","['Environment > Configuration > Testing Framework > Django > Different settings for production and testing (staging) databases in Django', 'Environment > In-Memory DB > SQLIte (In-Memory) > Use SQLIte as in-memory DB', 'Test Code > Code correction > Code correction']",[None]
91,How to run django unit-tests on production database?,http://www.stackoverflow.com/questions/1646468,"['https://stackoverflow.com/a/1646530', 'https://stackoverflow.com/a/1648881', 'https://stackoverflow.com/a/24076857']","['Concepts > Definitions > There is no point in unit testing it', 'Concepts > Definitions > Treat like first-class production batch job', 'Environment > Configuration > Testing Framework > Django > Add this line of code', 'Test Code > Code example > Code example provided']","['{0:treated like a first-class production batch job.}', '{1: like a first-class production}', '{2:treated like a first-class production batch job}', '{3:here is the skeleton on how to perform unit tests on django production database.}']"
92,How to run tests sequentially in Xcode 6 beta3,http://www.stackoverflow.com/questions/24700153,"['https://stackoverflow.com/a/32601241', 'https://stackoverflow.com/a/45189206']","['DB Management > Cleanup > Cleanup before each test (known state)', 'DB Management > Preparation > setUp() & tearDown() methods', 'Test Code > Parallelisation > Queing (serializing) tests']","['{0:If you need your objects to have a consistent starting state for tests, I would recommend adding calls to the setUp method of your test classes. setUp called before each of the tests in a test class.}', '{1:but could you manage to put the tests into a serial queue? I}']"
93,How to seed database migrations for laravel tests?,http://www.stackoverflow.com/questions/42350138,"['https://stackoverflow.com/a/42350139', 'https://stackoverflow.com/a/49839397', 'https://stackoverflow.com/a/53752141']","['DB Management > Cleanup > Rollback the database after each test and migrate it before the next test', 'DB Management > Preparation > setUp() & tearDown() methods']",['{0:using the DatabaseMigrations trait for migrating and rolling back the database between tests}']
94,How to set up database-heavy unit tests in Symfony2 using PHPUnit?,http://www.stackoverflow.com/questions/10784973,"['https://stackoverflow.com/a/10787568', 'https://stackoverflow.com/a/12508889', 'https://stackoverflow.com/a/35463959']","['DB Management > Cleanup > Execute all tests against the test database (not only one and restore)', 'DB Management > Cleanup > Populate once and rollback changes after each test', 'DB Management > Cleanup > Recreate test db after each test run, if the test modified it', 'DB Management > Preparation > Use SQLite to copy and restore db file', 'DB Management > Preparation > Use test fixtures', 'Environment > Tool > DB Preparation > Doctrine Fixtures (Symfony)', 'Environment > Use Real DB > Generic recommendation > Use real database', 'Mocking > When > Use Mocking']","['{0:I use the doctrine/doctrine-fixtures-bundle for fixtures (no matter what purpose) and set up the whole database with all fixtures.}', '{1:recreate the database if a test changed it}', ""{2:I don't need to set up a database again if a test only reads but don't change anything}"", '{3:I use sqlite for testing because I can set up the database, then copy the sqlite file and replace it with a clean one to bring back the original database.}', '{4:I once read about a test setup where before you use the database you start a transaction (within the setUp method) and then use the tearDown to rollback.}', '{5:Unit testing only makes sense for services and not for repositories. And those services can use mocks of the entity manager.}']"
95,How to show SQL query log generated by a RSpec test?,http://www.stackoverflow.com/questions/6884408,"['https://stackoverflow.com/a/56293916', 'https://stackoverflow.com/a/6884418']",['Process > Test Failure Identification / Debugging > Use Active Record Explain to only log specific queries (Rails)'],"['{0:only log the queries you specify,}']"
96,How to simulate a DB for testing (Java)?,http://www.stackoverflow.com/questions/928760,"['https://stackoverflow.com/a/46206974', 'https://stackoverflow.com/a/928787', 'https://stackoverflow.com/a/929314']","['DB Management > Preparation > Each test should prepare its data', ""DB Management > Test DB > Don't use different type of DB than in production"", 'Environment > Configuration > DB > Tune DB config for testing', 'Environment > Tool > DB Migration > Use flyway/liquibase', 'Environment > Tool > Integration Testing > Use testegration', 'Environment > Tool > Unit Testing > Use DbUnit', 'Environment > Tool > Virtualization > Use Docker', 'Environment > Tool > Virtualization > Use testcontainer', 'Environment > Use Real DB > Generic recommendation > Avoid memory DB: not fully compatible, no full reliability', ""Mocking > When > Don't mock connection"", 'Performance > General improvement > Use tmpfs', 'Process > Automatization > Automate upgrades in database structures', 'Process > Testing > Seperate unit and integration testing']","['{0:it is important for me to be able to test my DB usage easily}', '{10:write your application with a good separation of db and non-db related logic,}', '{11:have groups of tests and keep db tests turned off by default }', '{12:prepare one dataset for your all test cases. then you have to maintain it and reason about it.}', '{13:each tests prepares its data. }', '{14:the main principle is to check if your software generates desired output in response to specific input.}', '{15:you can call commit/drop cache in between.}', '{16:sometimes you want to test your implementation instead of the contract and then you check if your dao changed the state of the db.}', ""{17:you'll always have the problem 'who will test my tests', and the answer is: no one, so keep them simple!}"", '{18:Separate out the Database accessing logic and functions from general business logic and hide it behind an interface.}', '{19:Treat tests for the database as integration tests that are separated from the main body of unit tests and need to run on a setup database}', ""{1:I don't like DBs when it comes to tests }"", '{20:Every developer will need their own distinct database.}', '{21:Use a tool like http://www.liquibase.org to manage upgrades in your databases structure.}', '{22:Use a tool like http://dbunit.sourceforge.net/ to manage the data.}', '{23:You need functional tests which also have DBUnit like scenario data, but this are far larger sets of data and execute the entire system. }', '{2:I would advise against using a different type of DB than what you use in production unless you go through an ORM layer.}', ""{3:you mock your repositiories and you don't test them or you use the same db in your tests and you test your sqls. }"", ""{4:memory dbs are not fully compatible so they won't give you full coverage and reliability}"", '{5:never ever try to mock/simulate the deep db objects like connection, result set etc.}', '{6:now we have docker and there are images for almost every db}', '{7:what takes time is the application startup. there are plenty of ways to speed this up}', '{8:each db have plenty of tuning options that makes it less durable and much faster. }', '{9:you can also put the entire db into tmpfs}']"
97,How to suppress InMemoryEventId.TransactionIgnoredWarning when unit testing with in-memory database with transactions?,http://www.stackoverflow.com/questions/44080733,"['https://stackoverflow.com/a/44080734', 'https://stackoverflow.com/a/48342515']",['Environment > In-Memory DB > Generic recommendation > Specific in memory database recommandation'],[None]
